id,name,city_id,city_name
171,Fort Greene,5,Brooklyn
172,Fort Hamilton,5,Brooklyn
173,Fulton Ferry,5,Brooklyn
174,Georgetown,5,Brooklyn
175,Gerritsen Beach,5,Brooklyn
176,Gowanus,5,Brooklyn
177,Gravesend,5,Brooklyn
178,Greenpoint,5,Brooklyn
179,Highland Park,5,Brooklyn
180,Homecrest,5,Brooklyn
181,Kensington,5,Brooklyn
182,Kings Highway,5,Brooklyn
183,Manhattan Beach,5,Brooklyn
184,Manhattan Terrace,5,Brooklyn
185,Mapleton,5,Brooklyn
186,Marine Park,5,Brooklyn
187,Midwood,5,Brooklyn
188,Mill Basin,5,Brooklyn
189,Mill Island,5,Brooklyn
190,Navy Yard,5,Brooklyn
191,New Lots,5,Brooklyn
192,North Side,5,Brooklyn
193,Ocean Hill,5,Brooklyn
194,Ocean Parkway,5,Brooklyn
195,Paerdegat Basin,5,Brooklyn
196,Park Slope,5,Brooklyn
197,Plum Beach,5,Brooklyn
198,Prospect Heights,5,Brooklyn
199,Prospect Lefferts Gardens,5,Brooklyn
200,Prospect Park South,5,Brooklyn
201,Red Hook,5,Brooklyn
202,Remsen Village,5,Brooklyn
203,Rugby,5,Brooklyn
204,Sea Gate,5,Brooklyn
205,Sheepshead Bay,5,Brooklyn
206,South Side,5,Brooklyn
207,Spring Creek,5,Brooklyn
208,Starrett City,5,Brooklyn
209,Stuyvesant Heights,5,Brooklyn
210,Sunset Park,5,Brooklyn
211,Tompkins Park North,5,Brooklyn
212,Vinegar Hill,5,Brooklyn
213,Weeksville,5,Brooklyn
214,West Brighton,5,Brooklyn
215,Williamsburg,5,Brooklyn
216,Windsor Terrace,5,Brooklyn
217,Wingate,5,Brooklyn
6,Financial District,3,Manhattan
218,Battery Park City,3,Manhattan
219,Beekman Place,3,Manhattan
220,Carnegie Hill,3,Manhattan
221,Chelsea,3,Manhattan
222,Chinatown,3,Manhattan
223,Civic Center,3,Manhattan
224,Clinton,3,Manhattan
225,East Harlem,3,Manhattan
226,East Village,3,Manhattan
227,Flatiron,3,Manhattan
228,Gramercy,3,Manhattan
229,Greenwich Village,3,Manhattan
230,Hamilton Heights,3,Manhattan
231,Harlem (Central),3,Manhattan
232,Herald Square,3,Manhattan
233,Hudson Square,3,Manhattan
234,Inwood,3,Manhattan
235,Lenox Hill,3,Manhattan
236,Lincoln Square,3,Manhattan
237,Little Italy,3,Manhattan
238,Lower East Side,3,Manhattan
239,Manhattan Valley,3,Manhattan
240,Manhattanville,3,Manhattan
241,Midtown South,3,Manhattan
242,Midtown,3,Manhattan
243,Morningside Heights,3,Manhattan
244,Murray Hill,3,Manhattan
245,NoHo,3,Manhattan
246,Roosevelt Island,3,Manhattan
247,SoHo,3,Manhattan
248,South Village,3,Manhattan
249,Stuyvesant Town,3,Manhattan
250,Sutton Place,3,Manhattan
251,Times Square,3,Manhattan
252,Tribeca,3,Manhattan
253,Tudor City,3,Manhattan
254,Turtle Bay,3,Manhattan
255,Union Square,3,Manhattan
256,Upper East Side,3,Manhattan
257,Upper West Side,3,Manhattan
258,Wall Street,3,Manhattan
259,Washington Heights,3,Manhattan
260,West Village,3,Manhattan
261,Yorkville,3,Manhattan
262,Arverne,6,Queens
263,Astoria,6,Queens
264,Astoria Heights,6,Queens
265,Auburndale,6,Queens
266,Bay Terrace,6,Queens
267,Bayside,6,Queens
268,Bayswater,6,Queens
269,Beechhurst,6,Queens
270,Bellaire,6,Queens
271,Belle Harbor,6,Queens
272,Bellerose,6,Queens
273,Blissville,6,Queens
274,Breezy Point,6,Queens
275,Briarwood,6,Queens
